"id","listing_url","name","host_id","street","property_type","room_type","accommodates","bedrooms","beds","amenities","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy"
"7841193","https://www.airbnb.com/rooms/7841193","Sunny South Boston apartment","41311781","O Street, Boston, MA 02127, United States","Apartment","Private room","1","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}","1","100","10","10","10","10","10","10","f","flexible"
"7842550","https://www.airbnb.com/rooms/7842550","lovely family","11341278","Stanwood Street, Boston, MA 02121, United States","House","Private room","2","1","2","{""Wireless Internet"",Kitchen,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,""Hair Dryer""}","47","83","9","9","9","9","7","9","t","moderate"
"7845607","https://www.airbnb.com/rooms/7845607","Cozy Sunroom in Secluded Townhouse","38120441","Goodrich Road, Boston, MA 02130, United States","House","Private room","1","1","1","{Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","9","78","9","6","9","9","9","8","f","flexible"
"7853079","https://www.airbnb.com/rooms/7853079","Classic Back Bay 3 Bed/1 Ba Flat","814298","Marlborough Street, Boston, MA 02116, United States","Apartment","Entire home/apt","6","3","3","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","21","87","9","9","9","9","10","9","f","strict"
"7853971","https://www.airbnb.com/rooms/7853971","Brand New! South Boston 1 bedroom","814298","West Broadway, Boston, MA 02127, United States","Apartment","Entire home/apt","4","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","6","93","9","10","10","9","9","10","f","strict"
"7854569","https://www.airbnb.com/rooms/7854569","Quiet and safe","41390416","Russett Road, Boston, MA 02132, United States","House","Private room","1","1","1","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","0","","","","","","","","f","flexible"
"7854872","https://www.airbnb.com/rooms/7854872","Temple Street By Maverick, Twelve","22348222","Temple Street, Boston, MA 02114, United States","Apartment","Entire home/apt","2","0","1","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}","2","90","10","9","10","10","9","9","f","strict"
"7855120","https://www.airbnb.com/rooms/7855120","Brand New 1 Bed Flat, South Boston","1444340","West Broadway, Boston, MA 02127, United States","Apartment","Entire home/apt","4","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","13","88","10","10","10","9","10","9","f","strict"
"7855702","https://www.airbnb.com/rooms/7855702","Furnished Luxury 2BR at West End","30283594","Emerson Place, Boston, MA 02114, United States","Apartment","Entire home/apt","5","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","0","","","","","","","","f","strict"
"7856208","https://www.airbnb.com/rooms/7856208","Large bedroom in South End w/ Patio","41439483","Union Park, Boston, MA 02118, United States","Apartment","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}","0","","","","","","","","f","flexible"
"7856323","https://www.airbnb.com/rooms/7856323","Stylish Studio in Elegant Back Bay","12243051","Newbury Street, Boston, MA 02116, United States","Apartment","Entire home/apt","2","0","0","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","17","86","9","9","10","10","10","9","t","strict"
"7857318","https://www.airbnb.com/rooms/7857318","Luxury West End 2BR Apartment","30283594","Blossom Street, Boston, MA 02114, United States","Apartment","Entire home/apt","5","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}","0","","","","","","","","f","strict"
"7860369","https://www.airbnb.com/rooms/7860369","Private Room in Modern Back Bay Apt","21975471","Boylston Street, Boston, MA 02116, United States","Apartment","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","1","80","8","10","10","8","10","","f","moderate"
"7868209","https://www.airbnb.com/rooms/7868209","Beautiful Sunny Bedroom in Boston","31545543","Commonwealth Ave, Boston, MA 02134, United States","Apartment","Private room","2","1","1","{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","2","90","10","10","10","10","10","10","f","moderate"
"7868931","https://www.airbnb.com/rooms/7868931","Furnished Longwood 1-BR Apartment","30283594","Saint Alphonsus Street, Boston, MA 02120, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}","2","80","10","9","8","10","10","7","f","strict"
"7869167","https://www.airbnb.com/rooms/7869167","New Luxury 1BR Apartment In Fenway","30283594","Boylston Street, Boston, MA 02215, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}","0","","","","","","","","f","strict"
"7869368","https://www.airbnb.com/rooms/7869368","New Luxury 1BR Apartment at Fenway","30283594","Boylston Street, Boston, MA 02215, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}","0","","","","","","","","f","strict"
"7869497","https://www.airbnb.com/rooms/7869497","New Lux 1BR at Fenway","30283594","Boylston Street, Boston, MA 02215, United States","Apartment","Entire home/apt","3","1","1","{}","2","60","6","6","7","6","8","6","f","strict"
"7871576","https://www.airbnb.com/rooms/7871576","Big Bedroom for rent.","41486164","Sachem Street, ROXBURY CROSSING, MA 02120, United States","Apartment","Private room","1","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit""}","2","","","","","","","","f","flexible"
"7874552","https://www.airbnb.com/rooms/7874552","Beacon Hill's Charles St.","690922","Charles Street, Boston, MA 02114, United States","Apartment","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}","29","92","9","9","9","10","10","9","t","strict"
"7879708","https://www.airbnb.com/rooms/7879708","Sunny, Cozy and Convenient JP Home!","7594805","Wenham Street, Boston, MA 02130, United States","Condominium","Private room","2","1","1","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","12","100","10","10","10","10","10","10","f","flexible"
"7880828","https://www.airbnb.com/rooms/7880828","Cozy Room near Logan Airport ,T","41542719","Brooks Street, Boston, MA 02128, United States","Apartment","Private room","1","1","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}","90","94","9","10","10","10","10","9","f","strict"
"7881551","https://www.airbnb.com/rooms/7881551","Incredible Location Back Bay Studio","1639654","Marlborough Street, Boston, MA 02116, United States","Apartment","Entire home/apt","4","0","1","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}","93","95","10","10","10","10","10","9","f","strict"
"7894645","https://www.airbnb.com/rooms/7894645","Cozy room close to BU/Harvard","30489899","Blaine Street, Boston, MA 02134, United States","House","Private room","1","1","1","{""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","6","87","9","9","9","10","8","9","f","strict"
"789843","https://www.airbnb.com/rooms/789843","Private Roof Deck One Bed Beacon St","4161865","Beacon St, Boston, MA 02115, United States","Apartment","Entire home/apt","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","2","80","10","6","10","10","10","10","f","strict"
"7900936","https://www.airbnb.com/rooms/7900936","Morning Glory Bed & Breakfast!","41658743","Van Brunt St, Boston, MA 02136, United States","Bed & Breakfast","Private room","2","1","1","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","29","99","10","10","10","10","10","10","f","flexible"
"7901248","https://www.airbnb.com/rooms/7901248","South End Private Garden, Free Parking","41661623","East Springfield Street, Boston, MA 02118, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","3","93","9","10","10","10","9","9","t","strict"
"7910223","https://www.airbnb.com/rooms/7910223","Charming  Apartment, Jamaica Plain","30490577","Copley Street, Boston, MA 02119, United States","Bed & Breakfast","Entire home/apt","2","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","71","96","10","10","10","10","9","9","f","strict"
"7911936","https://www.airbnb.com/rooms/7911936","Temple Street By Maverick, One","22348222","Temple Street, Boston, MA 02114, United States","Apartment","Entire home/apt","2","0","1","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}","7","86","9","9","10","9","9","7","f","strict"
"7914359","https://www.airbnb.com/rooms/7914359","Spacious Downtown Two Bedroom","20582119","Washington Street, Boston, MA 02108, United States","Apartment","Entire home/apt","6","2","3","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","65","94","10","10","10","10","10","9","f","moderate"
"7916575","https://www.airbnb.com/rooms/7916575","Columbus Ave By Maverick,ThirtyFive","22348222","Columbus Avenue, Boston, MA 02116, United States","Apartment","Entire home/apt","2","0","1","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","0","","","","","","","","f","strict"
"7918592","https://www.airbnb.com/rooms/7918592","Classic Beacon Hill Apartment","10849730","Phillips Street, Boston, MA 02114, United States","Apartment","Private room","1","1","1","{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}","17","95","10","9","9","10","10","10","f","flexible"
"7919500","https://www.airbnb.com/rooms/7919500","Luxe South End 1BR w/ Pool, Gym","12243051","Harrison Avenue, Boston, MA 02118, United States","Condominium","Entire home/apt","4","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","14","93","10","9","9","10","9","10","t","strict"
"7920541","https://www.airbnb.com/rooms/7920541","Sleek 1BR w/ Downtown Views and Gym","12243051","Harrison Ave, Boston, MA 02118, United States","Condominium","Entire home/apt","4","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","33","96","9","10","10","10","9","9","t","strict"
"7920759","https://www.airbnb.com/rooms/7920759","Beacon Hill- 2br, 2 bath Personal Home","41766550","Pinckney Street, Boston, MA 02114, United States","Condominium","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","3","100","10","10","10","10","10","10","f","strict"
"7921131","https://www.airbnb.com/rooms/7921131","Modern 1BR in South End w/Gym, Pool","12243051","Harrison Avenue, Boston, MA 02118, United States","Condominium","Entire home/apt","4","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","17","91","10","10","10","9","9","9","t","strict"
"7921649","https://www.airbnb.com/rooms/7921649","The Rolls Royce Room near Harvard Square","26956083","Litchfield Street, Boston, MA 02135, United States","House","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","16","93","10","9","10","10","9","10","t","strict"
"7927765","https://www.airbnb.com/rooms/7927765","Andrew Sq Room Close to T&Shops","18479599","Boston Street, Boston, MA 02125, United States","Apartment","Private room","2","1","1","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}","2","80","10","7","10","10","9","9","f","moderate"
"7928656","https://www.airbnb.com/rooms/7928656","Studio at Beacon Hill / MGH","41383849","Anderson St, Boston, MA 02114, United States","Apartment","Entire home/apt","4","1","2","{""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Hair Dryer""}","0","","","","","","","","f","flexible"
"7929879","https://www.airbnb.com/rooms/7929879","West Broadway Quarters - hostel unit","1444340","West Broadway, Boston, MA 02127, United States","Other","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","6","87","9","10","9","9","9","9","f","strict"
"7931331","https://www.airbnb.com/rooms/7931331","Pristine Modern 2BR next to Harvard","12243051","N. Harvard Street, Boston, MA 02134, United States","Apartment","Entire home/apt","6","2","3","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Paid Parking Off Premises"",""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","21","95","10","10","9","10","9","9","t","strict"
"7931882","https://www.airbnb.com/rooms/7931882","Comfy 2BR, Amazing Location!","41726483","Winchester Street, Boston, MA 02116, United States","Apartment","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","11","96","10","10","10","10","9","9","f","strict"
"7933149","https://www.airbnb.com/rooms/7933149","West Broadway Quarters - hostel style unit","814298","West Broadway, Boston, MA 02127, United States","Other","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","15","92","10","10","10","9","9","9","f","strict"
"7934491","https://www.airbnb.com/rooms/7934491","A Very Large Room - Beige Room","18479599","Boston Street, Boston, MA 02125, United States","Apartment","Private room","2","1","1","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","0","","","","","","","","f","moderate"
"7939556","https://www.airbnb.com/rooms/7939556","Andrew Sq - Quiet Yellow Room","18479599","Boston Street, Boston, MA 02125, United States","Apartment","Private room","2","1","1","{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","1","100","","","","10","8","10","f","moderate"
"7954808","https://www.airbnb.com/rooms/7954808","Luxe 2BR w/ Skyline Views, Gym","12243051","Harrison Avenue, Boston, MA 02118, United States","Condominium","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","18","96","10","10","9","10","9","9","t","strict"
"7956634","https://www.airbnb.com/rooms/7956634","The Blue Room in JP","8154081","South Street, Boston, MA 02130, United States","Condominium","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}","7","97","10","10","10","10","10","10","f","moderate"
"7961477","https://www.airbnb.com/rooms/7961477","Beautiful Back Bay One Bed Apt.","41998307","Commonwealth Avenue, Boston, MA 02116, United States","Apartment","Entire home/apt","4","1","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","11","100","10","10","10","10","10","10","f","strict"
"7965521","https://www.airbnb.com/rooms/7965521","South End 1 Bedroom PERFECTION!","22110106","Dartmouth Street, Boston, MA 02116, United States","Apartment","Entire home/apt","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","16","99","10","10","10","10","10","9","f","moderate"
"7971930","https://www.airbnb.com/rooms/7971930","Gem in the Heart of the Back Bay","1848513","Commonwealth Avenue, Boston, MA 02116, United States","Apartment","Entire home/apt","2","0","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","0","","","","","","","","f","flexible"
"7982359","https://www.airbnb.com/rooms/7982359","Lux 2BR Apt Near Seaport w/WiFi","9419684","Park Lane, Boston, MA 02210, United States","Apartment","Entire home/apt","5","2","3","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","3","100","10","10","10","9","10","10","f","moderate"
"7984226","https://www.airbnb.com/rooms/7984226","North End Studio","36050005","Endicott Street, Boston, MA 02113, United States","Apartment","Entire home/apt","2","0","1","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}","0","","","","","","","","f","flexible"
"7984949","https://www.airbnb.com/rooms/7984949","Private room, East Boston","42144668","Sumner Street, Boston, MA 02128, United States","House","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Hangers,""Laptop Friendly Workspace""}","6","93","10","9","10","9","10","9","f","flexible"
"7986179","https://www.airbnb.com/rooms/7986179","Spacious home in Jamaica Plain","20040612","Parkton Road, Boston, MA 02130, United States","Apartment","Entire home/apt","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Hangers,Iron,""Laptop Friendly Workspace""}","5","92","10","9","10","10","9","10","f","flexible"
"7988755","https://www.airbnb.com/rooms/7988755","Room/Bath + Breakfast / 4min walk from Train","8408214","Preble Street, Boston, MA 02127, United States","Apartment","Private room","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","68","94","10","10","10","10","9","9","t","moderate"
"798957","https://www.airbnb.com/rooms/798957","2Bed2BathDplx 43Bus to BestBosSites","1651480","West Brookline Street, Boston, MA 02118, United States","Apartment","Entire home/apt","4","2","2","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","192","97","10","10","10","10","10","10","f","strict"
"7996844","https://www.airbnb.com/rooms/7996844","Beacon Hill on Charles (#2)","690922","Charles Street, Boston, MA 02114, United States","Apartment","Private room","2","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""Laptop Friendly Workspace""}","33","90","9","9","10","10","10","9","t","strict"
"799701","https://www.airbnb.com/rooms/799701","Large Sunny Apartment in JP","4210157","Moraine St, Jamaica Plain, MA 02130, United States","Apartment","Entire home/apt","8","4","4","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","2","100","10","10","9","10","9","9","f","strict"
"8006992","https://www.airbnb.com/rooms/8006992","Elegant, Historic, sleek renovation","2265368","E Concord St, Boston, MA 02118, United States","Apartment","Entire home/apt","3","1","1","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49""}","6","100","10","10","10","10","9","10","f","strict"
"8011545","https://www.airbnb.com/rooms/8011545","private BR in North end, Boston","42300377","Salem Street, Boston, MA 02113, United States","Apartment","Private room","1","1","1","{Internet,""Wireless Internet"",Kitchen,Heating,Shampoo}","47","98","10","10","10","10","10","10","f","flexible"
